Title,Year,Languages,Rating
AWEXpA86$FVh9bHTZZj(k!Ns4haM%y,1929,[German],8.3
Rg,2015,[Turkish;Chinese - T],2.4
3SZE7ITdrJv$A)(p$Dcbu)dpdW0*9!Wu&,1902,[Arabic;Hindi],7.6
@QBKQkKypXn*nhGnEQ4Ylltefa$vs670CWEA6c3urQjl,2015,[Arabic;Chinese - T;Welsh;Polish;Hindi],6.1
nYo(4TQ#gER4k%DDYH99t$^yEpNcuh^)SF4OJgQAAuPn,1904,[Welsh],3.1
vMHXFYEI0LiuCJf67XfF,1932,[Chinese - S],4.8
2Xm,1946,[Russian;German],7.4
YYb)7AV)1gt2PVJ,1999,[French;Polish],2.6
N)M#jzj!fD^EllEIa2^eCu,1987,[English;Japanese],5.2
J7$J5CmBL(LmZk,1923,[Korean;Spanish;Dutch;German],10
Xk@((f@Hq9DP4WDtj#pw8q7W^GQ%586HML#KjT58Z,1918,[Chinese - S],3.1
ztY715kjVhb&lrM@L#cuDHlj2kpO!)PZ2gQJ,1932,[Korean;Arabic],9.6
8a2J#VWmL705lw*eQ,1988,[Russian;English;Dutch;Polish],4.1
MdnNDxMqHIPkFIG$hTetcWWig5$eH(qewqh63Is89LP,1909,[Looooooooooooooooong;German;French;Hindi],1
mN(crHgGHLJ9kCq!x4oc*V$GV@t4%tXo^TSbxnv@Wo3T,1913,[Spanish;Dutch;Welsh;Arabic],1.8
E)xiU)ojdpbLTwzWPz5UC(,1970,[Chinese - T;Dutch;Spanish;Polish],9.9
a8p&Q8gulKKm,1993,[Swahili;Chinese - T],8.6
8qfBXbvwXW(Q5u(qc@)8^HdUC*feFJoACPo%YH8F@kXCl06,1918,[Russian;Hindi;Arabic;Korean],2.4
t%EjHkJog4DFuoHrmx0EV3,1939,[Czech;Hindi],7.7
@J8NHd&%(kHdwyHMITtLWmJhxSXna*@d3J,1962,[Czech;Swahili;Turkish],5.3
NDd$Fp8ZD4gErBVw*75d1&ph7@,1944,[Japanese;Polish;Hindi;Chinese - T;Welsh],2.2
cfNBoB,1914,[Spanish],7.6
Navk*K0YbXS&TT%q)n)281y#LGa(JP0EjUhNBA2Uu&!%iUty,2012,[Chinese - T;Czech],4.5
oXuh,1940,[French],3.4
Ns(KLbLn,1928,[English;Looooooooooooooooong;Polish;Korean;Russian],5.6
bwZ%EpQz3r$Fm1DTBRHfLgq,1976,[Spanish;Korean;Hindi;Japanese],8.3
SHl#be@qD,2015,[Swahili;Dutch;Chinese - T;Spanish;German],9.4
1y3JuYsKZxRDWYz#,1925,[Chinese - T;Spanish;Dutch],9.3
5hDmUg2A*7nXi3mKxfslo*9@m4r%erAt9kv4Oe#lMxFM,1949,[Russian;Polish;Korean;Chinese - S],7.8
4Bi5Wt7JnuWB*fN)WwkH7XeVoU!EddadFSbq1grHf4Ws(D2Q@),1913,[Spanish;Chinese - T;English],4.4
jmFEpR!Jmr(^AfolOCaNvFk&fIbnSpY43N@H^g&iG6WLIx,1913,[Spanish;Polish;Chinese - S;Welsh;Russian],8.2
7M@tff9eCJUnrWzGm,1916,[Spanish;Korean],5.7
f^lu@4v,1966,[Chinese - S;Spanish;Arabic],2
sAup5*D@4V6rtUH)8!xs,2009,[Russian;Polish;Japanese;Looooooooooooooooong;French],8.7
YOysn^J*&a6)E)FnZ1wZU)VYZSsGmlYCEMGt,2000,[Japanese],1.3
W5Ed0M)VxWc8p^0X,1948,[Arabic;Dutch;Looooooooooooooooong],5.5
#ctfk()&!Nf@tkPd35wPpkL7L6Z&Qf0(GgZoAW#HhJGv4&vs,1904,[Russian;Japanese],9.4
Gcf*FF*F8ZhZj*4ZtmRRKaa(I(Vj$Z%w%T!SYm,1921,[Looooooooooooooooong;German;Hindi;Spanish;Russian],8.2
o!E%!TLHB@6Uy&Z$,1901,[Swahili;Czech;Dutch;Spanish;Welsh],9.4
gxSxJIRJ&Q(EHW,1937,[Russian;Korean;French],6.9
A^U#HY5$Q$3z(!l5R*M2brc)xfJ!GYY&RZVr83e*BsE8@N^gd,1952,[Russian;Chinese - T;Korean;Welsh;Swahili],10
bs%FPI7O$dwjce!07w@(@dghBQl)QA5DKI,1997,[Chinese - T;Polish],10
P#xAVFKlR(#JCLqlHEtJV4,1958,[Chinese - T;English;Korean;Russian;Chinese - S],8.5
mvZ!mNYY,1965,[Looooooooooooooooong;Welsh;German;Swahili;Polish],5.4
fu6Y,1911,[Chinese - T;Czech;French;Welsh;Looooooooooooooooong],6.1
%8Vi,2016,[Japanese],7.4
L*7ZvEsg!E(Xh1(eNKe0ds*3naohKRA)$m18ro2a,2007,[Hindi;French;German],4.8
Bvq()SMQ7ho46y$PG^ZnpKvLVpaF2v#SE,1969,[Russian;Polish],6.4
uJ$4sxd%,2002,[Chinese - T;French;English;Korean],5.9
SXuuYkCo&ZN^ZgdPbyEAPyEzBhNrA(3kKi2aDWo$cQ7cU02W,1947,[Czech;Chinese - T;Turkish;Welsh;English],8.7
SA)z)bQ2cS%7knzSD$NiBZo^5K0$#3ATtYnTCkvV9Ko,2019,[Russian;Arabic],10
#Ei*PQGoapG$!@mWe1xqG@04,1971,[Dutch;Japanese],8.2
G(t01$MUsUZRdIarDxb,2005,[Korean;French],9.5
chU,1933,[Looooooooooooooooong;Japanese;German],1.9
l,1984,[Spanish],2.4
x^@28$@Do@Aw6QR1LZefUi1,1992,[Welsh;Chinese - S;Polish;Spanish;Arabic],4.1
twIy2!wbAKe,1957,[Dutch;Chinese - T;Welsh;Japanese],6.2
78HgslV(LACm^t*O$RWibjywV4i%Rx4Uo6IM,1901,[Japanese;Swahili;English;Czech],5.3
WvoQbnC%CZ%0T8%F^gvLO9qhAOI#P!@Et!WGEzJ9C38,2000,[Welsh],1.3
le1e3Y2gF,2010,[Welsh;Hindi;English;Dutch],9.7
RN2j*uvx$)AtCx5zYArICc^dh#n@wf#2W$5BER^nWG04L,1957,[German;English;Japanese;Arabic],5.2
7Qw9age4WMD#vdCU4bkabs(SUA7@#GVH@,2016,[Russian],5.9
^hajSZ1et5uz)nQq9bIz,1981,[Polish;Hindi],6.9
Mdh(AIQYi45!^ivzmd@rU7,1933,[Chinese - S;Looooooooooooooooong;Russian],6.6
te6q6CpgW79qsgDbkyYdn7mR&$y,1962,[Polish;French;Welsh],6.3
G8)LZ)4DRusMo%Pz3xX,1919,[German;Korean;Spanish],5.6
GS!A24$4c4dYJWUw01p3M8SUT3lcUrkAvPepLHn3mOd9#0NY,1924,[English],8.1
YPDTx^^Oa7L2ZG8vH@vIj3hCTc,1902,[Spanish;Polish;Welsh;Korean;English],4.8
nVct6qxFMCvtV#IHhEYN5@tXEXU$j@qt$T*@h^Nk@6$DdC,1971,[German;Welsh;Chinese - T;Czech;Dutch],5.9
8bdj^@59rskwrWB6#M@L64mq9tk5vU,1949,[Hindi;German],4.2
jjO7tLHgGmeS7QzH7CWjAEgf7cGEFGLQY,1986,[Dutch;Looooooooooooooooong;Arabic],2.3
M9ygKkvt!QA%OBFT*@4WfGI$Dz#*UTeh04B$XyaD(r)5TVI,1988,[Korean;Looooooooooooooooong;German;Swahili],3.3
YJgDdGa14RkPexhWn5pofFdnZiFdmEK,1936,[Chinese - T],8.3
bFnspK9wfFx0Ln3k,1948,[Japanese;German],9.4
av($w6MaOV*o7wR$2)PxnlhMJWC),1947,[Swahili;Welsh;Chinese - S;Russian],3
1D4Kvpk9VZ#!)L9h9%)uJ^,1943,[Japanese],9.9
IwOZ6DI7QLm,1946,[Spanish;Polish;Welsh;Swahili;French],3.5
!w9MpFLMh7cx9sp!NrZ7#dw1Vc&b!HWldHouN@SRIGptqe,1922,[Japanese;Chinese - T;Swahili;Turkish;Russian],8.5
pXG!$OCiuY$281I2468G6j52UTpBtwsG*HfxXn6w@vFPP,1908,[Dutch;German;Arabic],8.8
0UASL&X8D,1992,[Hindi;Russian],5.5
dko4qhSLyhzcdyDw1nl,1942,[French;Japanese;Polish],2.9
v04Y8Lj^Xl9p!LncY)!qmeT6RXbDn)rFZ1MVy*s0oY75v,2018,[Japanese;Swahili;Polish],3.4
CD0!Ungg6KU9Og12OKAdZ@t^gK0AKP^Hb&RQB!,1947,[Swahili;Chinese - S;Czech;Russian;Japanese],2.9
KwB&io0MoRLiiY(E*#3e!fs6v0juzl1tOOL3jVXKo&bf,2009,[Welsh],7.6
ZDf!G1l$,1946,[Welsh;Czech;English;Spanish],7.7
B&Wk0Upye!wiSIj9DIEaHkax73OdCFmSs(d,1971,[Turkish;Russian;Korean;Hindi],5.4
h*Siyb*UY0N)5QKVrYnNk7Q,1966,[Hindi;Chinese - S;Russian],8
#zMX7hLV&Uw@9eG!iPuTtNdj@NJYftQ)$0m,1995,[Russian;Spanish],9.6
^BiF)WLwR3&Dv(W8*cmJYhN%F*g#umx,1952,[Looooooooooooooooong;Korean;English;Polish],4.5
h&52KteZoe1z$@o@,1907,[Korean],4.7
BHT$XHfNB7!q8JrvPF6qMX(&OeOb7Uv@tvkViwFY8b4E,1984,[Korean;French;Chinese - T;German;Hindi],8.1
O$Nir@RQV63hMAvGLj5Cz)!2S8eN2P18fq8U4#Yllf3@U9,2002,[Polish;Korean;Russian],3.8
fvQ,1952,[Czech],8.9
AMRemcuA81f&gx7^v*j%R3cayGZSM,1938,[Hindi],3.2
AYS24,1939,[Swahili;German;Hindi;Welsh],3
nkKXAenR3^B&kzS5ZbJs0,1943,[English;Swahili;Czech;Hindi],7.2
$CXGeHYF90TbwDy(UG22y)h*ZWRZ)qxQDIw,1973,[German;Korean;Czech;Russian;Spanish],6.6
f&@XIPKVj%FdXV#WVv7YAzfa$,2006,[Dutch],9.4
HUN3EVo5heckWuz06cL9O9qNPHB(i!Y,1974,[Swahili;Japanese;Korean;English],9.6
&DTs(IP3bH*mtdV6,1968,[Welsh;English;Arabic],3.9
*ER,1901,[Chinese - T;Japanese;Hindi;Turkish],6.9
jE5g,1987,[Swahili;Russian;Looooooooooooooooong;Spanish;Polish],2.9
tWsCibegi7kF%p#Uu&G3CHsqQscLUAHsUk$,1944,[Hindi;Japanese;Dutch;Russian;Chinese - T],7.1
NoQbfv&t3C,1980,[Hindi],6.4
asD9b&vY1a8Wj%#ao^WCsHFs^)Rf%V%,1902,[Spanish;Japanese;Korean],9.8
Ty2,1948,[Russian;Polish;German],6.5
Yh#a1uP!aqQNqkQH^gnBB3&gOU$QxWkZ9)Pm,1923,[Chinese - T],5.2
n$2rR*3oj6E@fi$&uxHUw3Tk!EEOjM2!WBI,1923,[Korean;Japanese;German;Swahili],8.6
muxRn9zg,2010,[Arabic;Chinese - T],4.5
L0YH%G^A#fp1qK,1917,[Czech;Welsh],9.3
wuas$i8$W8yQl(HIgF!gA!#iFy$^v5,1944,[Chinese - T],4.4
0q@Kr!iecwiw(UMnZECtTVO8Kj*LuyQmHLHG&s2Mp39QnbfU6,1970,[Korean;French;Hindi;Arabic;Chinese - T],10
m^WTh6hZWWokO9vNoCFWnCL,2011,[Swahili;Japanese;Dutch;Russian;Korean],7.1
w(rZK&76Ss!BNrGikyUuG%0^9A^CoObC,1924,[Russian],7.4
5eSfJLP4J0LX(lbtxH5IRBSN!EAQmo&oHCgcsLxd(I*447),1934,[English],1.1
$CxeviydxZ5@Ma^Aq2Enw$&c4pHn4c,1980,[English;Dutch],7.3
OlL&JpbV%wF9v3URjuJF4G*1UvSR,1979,[Looooooooooooooooong;Polish;Swahili],6.5
o%SMTNkJQ)dXT1zjcLVwZ$OdVo04G25cwAxR1yutiYCmA0Q,2001,[Korean;Turkish;Arabic],7.7
oqdoG(OY,1912,[French;Swahili;Arabic;Dutch;Spanish],6.2
pdhMRKnwLacY%lBLE,1910,[Korean;Dutch;Spanish;Arabic],5.6
enfd6LlBZWJR(2z0eZZP(QUNyWEJ(VQQ^DJ0L2hPo,1923,[Turkish;Korean],1.9
8H&)GtGzJ5T9G^GAGbHqP$%$Z%lG5fVGCYYHMcs6!maE,1931,[Swahili;Arabic;Spanish;Looooooooooooooooong;Russian],3.2
1nV,2004,[Arabic;Russian],8.1
2@^MwUcA5$scA4sGrhcgf@Hha3oJCEziBbTObJQ9$qw(PP,2007,[Arabic;Korean;Looooooooooooooooong;French;Polish],3.2
4bQlW$WkxmvxITsd@r2PON#5k!syz1L,1976,[Turkish;Czech;Polish;Swahili],5.8
U6^3rXYbh%&&zChw(pFv)V,1962,[French],5.8
ebN33WtjN3YYxFV!Bf)UWEWYf56YePLZ9YS9$v)7%hZY6fGf%,1976,[Russian;Turkish;French],10
OZp$BFflh*BAKKKakoe2RY@k#FtF&RWNH^qJUJt8xWCXvcu5N,1919,[Turkish;Spanish;Welsh],8.2
bry^1entzNq(x!AtZS3ouxVIf3t%86F(lm4Oec6NYI)ru,1986,[Looooooooooooooooong;Turkish;Chinese - S],6
hrIMLqz19WK$sq#WumAxy%3LLl6,1971,[Swahili;Chinese - T;English;Hindi;Russian],2.5
(TYUKO2PL2IB5UR0ZnI*L!k4RbrCxDuoK(My&07ilBe8gV5*H3,1924,[French;Polish;English;German],5.2
DQ&PW,1919,[French],5.7
8XuO47kY!^7GrJFMUCPuhhXeXaC28r,1918,[Hindi;Dutch],4.5
x,1913,[Arabic;Chinese - T],5
P##Rl97!K(5Rj!R@f4wHs5MjZ@KEXMM9Rp2wy4,1952,[Dutch],7
eLmiVqEYS(!Bl%ecenugWjs,1963,[Russian;Arabic;Chinese - T;Japanese;French],6.4
fEPPXC4C8)I0ooXZKH8IZBYH%,2000,[Chinese - T],1.7
DFOOe,1977,[Arabic;Chinese - T],8.4
8%cu6WMEO(UVLrYbHGIV$fzJyKtFTSC*5eH,1978,[Dutch;Korean;Swahili],3.9
$bS#U@g,1992,[Chinese - S;Welsh;English;Swahili],5.2
essNf!Rway*nz,1909,[Japanese],5
^lIgOlTV$mrUZW$1HAza64cU4D&NZuJ1,2019,[Spanish;Looooooooooooooooong],1.2
i1MmxCzd%@3J1z%zzoXu$f@VsJos#vqj(^,1991,[Swahili],4.5
Wlm70ekvMIGG2hcAZY589YjS#HpRQDRAL1@,1915,[Polish;German],7
0^c4KcazLO#5XDh!J@SIFId,1951,[French;Japanese;Spanish],3.7
e^tdLHXiIDD1n,1978,[Hindi],1.9
PLkdxYyoJ)mZHsj$6n0,1968,[Czech;Polish;German;Korean;Spanish],3.8
*nNzxwUyW4b5,1902,[Welsh;Polish],6.6
RK8LM#cLewdNVOPLG)@zSKjjRGN(PE!*(Q9Wx!%D63gML!,1910,[Polish;Russian;Chinese - T;German;Hindi],9.1
HjPG,2015,[Japanese;Chinese - T],7
SlPY#WD1i2@9iZ2CoELMu%nX$N5hn%9m$kHXc$K5y9w@*(,2012,[Korean;Looooooooooooooooong;French;German],5.7
GMddVFQ%6LOW*FflOiSmK*wIY96FQCG1xWL3,1971,[Russian;Chinese - T;Japanese],5.2
vK8fVtIk2(UG4c,1946,[French;Spanish],3.6
Ji0^Do&YanEPsDF&l^xqIerx^4^!NFdbCMhmb1Nc3Pdpb8o,1978,[Looooooooooooooooong;Hindi;Russian],6.7
qpbniaD$yi0FT&ilJPy,1927,[English;Swahili;Polish;Korean;Turkish],9.1
XtEU6LRF7CDxN,1918,[Czech;Turkish;Chinese - S;German;Arabic],7.7
SF5GZk$O4rzY35Hu!ufw2$&&*QqVmsscIJdW1HNNhnVmWJIcx,1997,[Polish;Welsh],4.3
9xUEy8gvPFX%eW9@zQ9qw0o^#I@a3)$oR1GEZY,1983,[Korean;French],5
Tyjv$s8)R,1951,[Korean;Arabic;Chinese - T;Swahili;German],5.6
YBAZz0wnaidBB,1993,[German;Looooooooooooooooong;Chinese - T;Welsh],1.2
cSSWhRq$j*q@,1919,[Chinese - S;Japanese;Arabic;German],7.9
c^bHYeLIS&Arzfhgl5t1$j1&JNynDuc%2KdDoZ(wM#A&hX2WZ,1902,[Chinese - T;Turkish],7.6
JUBSk*weTkSCb%8f#d8Qv)!IjKLtlEbr#ivMyse!f5M9l,1932,[French;Czech;Korean;Welsh;Spanish],6.8
ihdO6@Yo3nzrFfbI*YXaKDb3w7MnTr2MVgc@RGvSquA,1989,[Chinese - S;Spanish;French;Czech],8.3
yeNx&%QovZqtRpmN7tlBe5rwrVXoKj&@^B,1918,[Welsh],2.4
bK)Omubok!n@sy^7U(72G@h1NUocYmv752^p7h2#E6ecRN4z,2020,[Japanese],10
!ufjW@T,2012,[Turkish;English;Looooooooooooooooong],4.8
Uk#5)9MbVHS7Q5^qrkHHM&e2u3J%4Y(jfZtH2xWxIB!6oTPU,1916,[Looooooooooooooooong;Spanish;German;Chinese - T;Korean],8.1
SU0OKUhgH,2008,[Chinese - S;Welsh;Dutch;Hindi;Looooooooooooooooong],3.4
ig4D%JG%F2!h1NvM@@U@yVp*yB(WUJEnX0!Xz6,1921,[Arabic;Spanish],1.2
WXEo@j&f4et2B2!l@Gm8M!u6zJv,1981,[Polish],10
jKnjs*rrGMJqMu,1985,[Welsh],9.2
@X3Jw0Z5Y63iR9^KSv%BUS,1987,[Polish;Hindi],4.6
Ulb6iIa287JBL0VsrtDtyERkhAbN5px^yQSa@a0,2011,[Japanese;French;Arabic;Turkish;Czech],3.4
NT0TMWWPtQ)CTbwOQgc$1vMbP7aTqoR4,1937,[French;Korean;Arabic],2.2
Jm&CsqewTsdLLjmJfZxmAV@*tD,1983,[Dutch;Japanese;Hindi],1.4
8PxV&,1970,[Korean;French],7.8
EAulyr7^jRrnmluhZr@SKMVh,2021,[Hindi;Looooooooooooooooong],8.1
jKFxkKSf%Zju^A1VB71$mVSMt@q$t(LR(VPTa^#jQ^AR6g,1930,[Chinese - S;Chinese - T],4.7
$oa5bQk7,1985,[Looooooooooooooooong;Welsh],9.7
@q7cuprdSI(yFQI&GjsHo,2012,[Looooooooooooooooong],4.9
row9,1951,[Russian;Arabic;Looooooooooooooooong;Chinese - S],7.1
pHhQ,1974,[Spanish;Hindi;Dutch;Russian],6.3
P8zVEBtq)$!zx4RKF)XYc@,2002,[Welsh;German],3.2
)BNsb@6WdITDlSZew,1940,[Czech;Looooooooooooooooong;Turkish;Swahili;Welsh],6.3
lGUxTj@%gYZNL7KVv8*7K5qXI#A%u!E,2005,[Chinese - S],9.7
EZ&fWjGjvUm97Kl^qhLUTSKYhpOCnD5da7y,1951,[Czech;Spanish;Polish],6.4
*i)H*)a*29QsPJ@70uogoQ&Edl6kFFyFI2LF#xK1PVCvv,1900,[Russian;Spanish;Chinese - T;Dutch],10
YB6^XQmW%vzoU#^$n%X49(nbl^b7^1EtWU^%t)s$sk,1966,[Czech],1.2
ivXLJF!wsF8i*jB4xfd&@IfaD!^XbKMuy6qPYfUeHI,1931,[Japanese;Chinese - T;French],1.8
@XITCbM4gKMysEmR,1937,[Arabic;Welsh],3
RC,1951,[Arabic;Turkish;Russian;French],10
Ny*!,1934,[German],3.9
4#jwG&QH(CcQD#1ZRdUA6cLEYVLAkZKWuH,1965,[Dutch;Welsh;Arabic],9.3
b1j#17@pV(NBCXdBs^mx5BMCb4T$UfkoHK%FGzLqisPX8Vg6*,1993,[Korean],8.5
^x7#p5)@^O#7uX)!rrjpwLOFYaJqaV%!94RR(,1997,[French;Welsh;Chinese - T;Spanish;Hindi],1.9
bhr)5$HC(,1928,[Hindi],9.7
^FNmqQFTSg)#)H,1983,[German],10
L1yaD,1951,[Hindi;Japanese;Chinese - S;Welsh;French],4.3
%zxv$*4ufnV0hsrK,1986,[Polish;English;Swahili;French],8.2
QJ$RFOiUu&qYhk,1939,[Polish;Chinese - S],6.7
ZbJ1(g#ChLzZTQFfh,1962,[French],6.4
VwDQ3)4vVy7Y3dbcbemenqSd^$1SNEifOs3W5lYP$9ToL,2017,[Chinese - S],2.2
*fegoMvKaClxM9HBN5Xvnitpkaj$a$xYM^^Wx1,1916,[Polish],8.3
geF8!#zvIx(xvT17e8zy3s7)ZHR07C3KBlaAY,1984,[Looooooooooooooooong;German;Czech;Chinese - S;Hindi],2.3
elBAs64$EM,1934,[Welsh;Japanese;Hindi;Arabic;Korean],5.3
bmfiRRq8tC#5,1915,[Welsh;Arabic],7.8
rb5fzo!vA3vlU(X9OgHd3GkDYv9Cn5ie!3WA3Dlj%(,1902,[Looooooooooooooooong],10
^oP7!syduBNdjLOf^UmlG,1901,[French;Chinese - S;Hindi],10
WEiyIQ3^Zm0ZpE)CF,1926,[Swahili;French;Welsh;Czech;Dutch],6.4
jGj#Y$oD!A5mznz#N^cVlkKS(adlM34aL!1Tsn5hb*YNx,1907,[Turkish;Russian;German],3.1
w&#v6f$@dayzUIiuHL*vV3p3)m&4oRocUiuI1tl01tFvjR,1901,[Welsh;French;Polish;Japanese;Swahili],4.2
E1,1939,[Japanese;Swahili;Turkish;Dutch],10
TqR,1904,[Hindi;Turkish;French;Russian],2.9
UpF4r(wPDcz8e$jKA9Tee)KbtOz@8$*2bNmf,1901,[Russian;Welsh;Czech;Turkish;French],1.1
MnrVqQFzl4Xp@gm%jL4q!uRR%T7#n,2021,[Hindi],9.7
eY2i$7zAa^jkKiviI!2l#wd*IoGQ,2003,[German;Swahili],7.2
D4Q61Q)DaUHM0gyrjkC9SxMpuQU8y9NWRWzE3,1922,[Turkish;Japanese],5.1
mVMvh&nJ6mdk&mM&s4ymR*fWrzGt8b%%cZLjrN6U78zQtd%EM,1948,[German;Japanese;Russian;Turkish;Chinese - S],7.7
$w$QrjxFi*VXISqi^0$A8y@^m,1986,[Chinese - T;Arabic;Russian;Swahili;Hindi],10
2O3lNwd715#UuHv!W(Pk0bz^28)(1PzEV,1975,[Czech;Japanese;Arabic;Looooooooooooooooong],6.4
QKVbtcWiZwC2A3eNFaE&9v6COxc%8rl@R,1942,[Hindi;Japanese;English;Arabic],8.4
16Q,1982,[Arabic;Swahili],1.2
!s^mu^s@yTGD$x6^Ols1tj(%!^EMtaHxOkqWUYalm6!,1911,[Swahili;Polish;German],6.5
yPENstzUnvh(b@qMM9JLdxcInkgp$#Wjm#@%x4IBKj6U,1991,[French],4.8
XDgEM@8ZgdVTYato6Xrpc0Odjhw%N)w1JX,1975,[Swahili;German;Russian],9.9
D&mC9HmY#NV1ry*csYO^m6G4r8inJJsz^B8)S7NHZw)!Jm,2006,[Korean;Chinese - S;French],3.1
rmMImY0cRUFX216FHUpSLDhAYh*Iw(qJ3sgj#ufV0iIA,1941,[Spanish;Czech;Swahili;French],8.8
nEqGREJ^^P@Gi38yC^,1957,[Japanese;Turkish;Czech;Swahili;Hindi],10
pfg5WZGp($LyP8f1$giC@Ikq3w6gWf*CfgtE$0U&vXSWBTkm,1902,[French;Polish],9.3
5ugIoy@6ZFtZ!F5A5Yj&I&P,1980,[Welsh],2.9
qXj8jcYNOhA3fPs^jK&4IeFRc)@dD%WymwdE7#B,1913,[Hindi],9.4
Ja#&mmb!3RBcyzK8bx8m7AH7hNTzcP,1906,[Hindi;Chinese - S;Swahili;Turkish;Welsh],8
q3RXK&uuD*I8rYr2uHt1xjzbF,1963,[Spanish;Chinese - T;Swahili],4.1
55Cd2@7zTORmNJb4&f)giPo9u,1948,[German;Chinese - S],6.2
dUgL4kt#jMKC8d#v!YkBW@BM6shyzw&vCSOKeY)d5^edxtz8T,1982,[Russian],10
fYl7MLO5K!faZiw,1970,[Turkish;English],10
97*&yzZOHpEic93UsZnz9c9Z*&7BtHuWpZcVG*JXVjf73GXI,2001,[Russian;Spanish;Swahili;Looooooooooooooooong;Korean],2.7
jJPQyQCzjwrbcLJJe12WFi0dGMspYoKc^ohL@xfx,1985,[Welsh;Japanese;German],7.5
S$ZRiucbUsZb%g3IO9wjdQt,1909,[Polish;German;Japanese],2
a!pe0DkP2$vojmkfaCMzoDZ#5butrwXXr%HY2ye#DQrzKOiW,1915,[Chinese - T;Looooooooooooooooong;Korean;Polish],6
18ACwzf1K,2014,[Arabic],7.3
$s#Up6fSCU&%h2&NO^M,1963,[Looooooooooooooooong;English;Korean;French],9
H1MyHOTpMG*kmyDnqI0(Y,1963,[English;Welsh],6.2
tu!b#gfUjcwv&kx,1977,[Hindi;Japanese;Korean;Spanish;Dutch],8.1
*@S#1U)w6kk7iUdn1DOY$!YytQXW9gW3ZWdp,1979,[Arabic],2.4
kGaa$XRCNEb,1902,[Czech;Arabic;German;Korean;Chinese - S],10
cC*HI(03ziAr6VJJxk%n%McXKyX&o^n$Ee0CygpdOTZs)sK#2,1910,[Turkish;Russian;Welsh],5.5
DA9#%i$6w(VRj1*P53pE,1967,[Welsh;Dutch;Chinese - S;Korean],1.2
De^5pBTl&*2,1982,[Japanese;Looooooooooooooooong;Welsh;Chinese - T],3
zK^kGXGI&bQsrX1lUc^DwWM8mAW(DBBmCMIaXlwJ&$7cF(n,1919,[Japanese;Dutch;Polish;Spanish;German],2
U2wR10lN$iWUv8@i,1977,[German;Turkish;Dutch],8.8
3725Vxf8hyiJfp#$m5Ev@V%@ey@BKimRQ,1975,[Welsh;Japanese;Korean],7.4
QHtcM#A631)TnIS1CrD0SLk7aBYpVKENhKl&e@,1960,[Chinese - S;Dutch;English],6.8
xHdz$Y8,1957,[Spanish],10
awF%VNGM&aOAfoeU5f5TOlDXOKw%Th@KI@cnU#@#D5^K,1945,[Polish],7.3
l$XxrI7DIa,1922,[German;Spanish;Looooooooooooooooong],1.1
15bvGsaHditxyTG13XMa4W1m,1914,[Russian;Japanese;Turkish;French;Czech],6.9
A%9%LLYuXE9O,1989,[Korean],2.6
ht!orEmpl9C24Luj(VDCXz5ZqqAOwoJ@1$kWI8xUg3LsSbGB,1948,[Dutch;Spanish],7.1
BDzOPIUG1ioYC38C62hysFA$k)6G*ZaJNoDN@xz,1966,[Hindi;French;Swahili;Polish],1.2
UU@csNM0@COwfaG(gm$2H!UMdMR%Fpc3r,1935,[Japanese],4.3
k^Wsh1oHtw3le&FAr3bWjU^xAgcQn^C2gmY^$pW5hN6,1966,[Welsh;Chinese - T;German],8
59XIlEk3lBp8BbkWAD,2016,[Swahili;English],5.5
j&*Cgo4sGVg,1983,[Polish;French;Russian;English;German],3.7
j*JlGMTzzz*)Tw,1964,[English;Chinese - T;Korean;Polish;Chinese - S],4.7
#D04P)4YklV,1977,[Arabic;French],10
hZ8mi6opd(8wHRDmy,1967,[Looooooooooooooooong;Dutch;German;English],5.8
$cIh6W$2BK*fVjU4S^xhs,1946,[Dutch],2.6
Cy458(G972zI)LdSj*Mc4wAji(86b9SelNNgNVllkkVX,1954,[German;Polish],7
q%OZ@Kz^N%LMD!GY2T1exuJ#TFs)b$w*Qk,1906,[Turkish;Japanese;Arabic;Russian],9.3
pXv&U)ON,1989,[Korean;Chinese - S;Arabic;Welsh;Polish],4.2
(UKoTmS9^jQCk)qfFobBxfo11)(N(qzA,2019,[Turkish;English;French],3.2
XG!pKOC$#2SEtALCGzXrpRR@yh*gT#$n(6,1996,[Spanish;French;Chinese - T],10
R5sLZ,1960,[Chinese - S;German],3.7
*gHmDtL,1923,[Korean;Spanish],5.6
yAEhQqac%KnI,2001,[Korean;Welsh],6.6
tjSlSylG9d20QeaopnLCqf@l)jBGV@Hq&c%6dW*!l!,1970,[Arabic;Chinese - S;English;Welsh;Russian],5.9
KaYCDQB8$h9AtSWp,1978,[Arabic],6.5
d1%^OE^Cfw1mK1,1953,[Hindi],8.4
RrXBI6Zhb&P0^&^bT#TOgkRSLfAl,1989,[Looooooooooooooooong],7.3
^0mD#YDwHTguFoHjsGd!X8hxAoUtLFPXPWPA9NRnh,1903,[Turkish],2.1
$&sJQbtxgBDv%0rZtf9MUy12O*^kuBLFGgi,1971,[Japanese;Swahili],1.4
YBU7,1941,[Hindi;Korean],3.1
J!175V1(WRMJ08kxkn$7lcJryRxDnn,1997,[Hindi;Korean],9.9
@FNikcb,1909,[Polish],10
8!&6mcTsun,1977,[Hindi;Chinese - T;Turkish;Czech;French],10
